,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99
0,127.86827445244218,99.6075181963836,115.99147238937951,98.86223464155087,56.71784896948529,93.65517235124308,43.682916682483835,39.44593887217334,110.43150662672046,49.76206761385893,43.71596388649433,103.3657195543187,10.65349567872262,96.81755375862052,71.95887442553803,97.66810899789999,54.60109158770531,93.10474412299646,59.764673853354836,133.36805228998367,23.829309709598164,90.78359576025402,76.1262926477773,116.48324740524596,52.89980317941006,101.35002077580911,66.2832523107652,44.058170718245904,49.67744878784012,41.17264230728735,33.9438854721859,68.88354896218367,105.36848253079394,76.65989204224581,36.59715414195487,69.6652102982588,87.5291238673226,90.05972601056098,60.67291281897072,11.500347111865096,23.68717615654046,110.1298466894568,11.616909030880052,73.05379353806596,61.769468746514285,81.89738665841813,34.38087529874873,40.24976752760708,71.88662334295277,24.62330036670579,87.41060285671354,119.69847273099322,95.29366170551296,98.40078204567212,46.43780438955731,118.22772701434998,106.8248200296343,88.61801887301223,85.01830773166729,43.320763035689396,83.77225537579847,124.81729091120803,71.94324569016025,152.43510690063,85.52153033099114,96.95039886839105,49.25146558343549,75.27500405408973,48.64726885121132,66.2836170477781,40.32280921470381,121.96071196770079,26.786748900863692,68.32484704241341,105.38527738915593,76.29456737119114,139.92211565258725,58.11111741507683,65.7221357895003,63.90671257494193,43.55473273631217,120.0425857530019,48.46111732524679,32.45709537380097,59.3810768154674,39.62931179295293,62.9130113934405,102.15511488739311,68.3710825429039,46.71807051740073,60.46320139295638,78.61904802345035,110.72702359490017,41.19900370963044,103.59916850860048,85.33577441286991,45.937306893198055,40.64833557035966,75.51344273724173,68.89189042413598
1,87.24648809612748,78.2620227390377,58.82438821390615,58.7414181850107,51.52136012655755,49.331962384466095,13.646324639835257,70.82045880067415,71.19514120577276,93.7457385645416,148.43466588961843,70.91215086747059,33.24896137827551,85.38444562273155,95.36918704890553,75.15029392499889,81.73518865294531,64.75709208712058,101.14361231556816,84.3466201483025,134.20058556895634,64.56612194769473,64.26775067725517,107.16545908777314,69.27779127126058,55.92563683323955,104.51203405514823,79.98646667806443,114.06099130625347,36.749334544203485,24.78440120694185,130.55324345099692,121.56529414643623,44.598370198501264,74.87374561835652,57.90413562773553,43.43384595965777,104.95401468691662,77.8670797469697,97.96443952949524,101.2328980004464,47.43674423753605,12.647581181770242,90.88863353595198,33.83100528646747,91.88181937785181,92.06021260476338,107.45591969753218,79.19235108076109,118.61135319242157,71.26531272306863,76.84426822584226,60.44092528364659,137.52410751072608,104.51957655342326,92.12599753756042,37.245002166167396,46.375079506360066,90.5941826887102,26.125824717230714,147.35547114591407,60.856759369880805,30.638021319377692,99.0767746280678,124.58505307676634,16.878673815192336,101.925294343409,30.33730807013182,92.65693142739116,46.060614473887384,82.46872524006916,86.01210208152308,108.66690604937266,95.61599311561274,44.9997325426968,12.080071215114693,28.807434232521807,33.9495532868868,125.6527697752131,87.71443530283874,139.75039122470494,63.4274877228332,69.34922304641705,37.77353597259822,33.92949248417591,110.1184409868744,93.3782793962653,107.89324528388374,83.10627058042525,118.53167889168756,46.545121572877946,95.15220248448732,103.07334427695068,110.60407016581716,99.06421670060325,78.63794064582231,87.73641205876649,117.16937281932498,79.00855320194,82.9049188383455
2,64.39379904907146,64.66453211875032,14.213737354837889,47.586174341375,22.556134346261366,81.7483249225916,26.659696839520485,22.664166678949762,57.544840421169624,97.07273689290068,66.90223894382075,82.7991107771154,74.67316256984925,42.158437980748616,18.594684215941413,26.6464210566187,142.62957185018016,46.32286024706619,22.452830412600264,102.05098000667668,69.88042813901957,124.2482054369612,73.90757192608503,102.59028671158632,35.43357374471698,40.90074862028372,66.09734381642433,68.54233672710666,62.38581721654215,102.61125122919458,79.13068904479671,75.5024356966131,39.33106694143135,82.92662434846116,96.33985171517313,38.466514189233166,145.5269456793672,107.92377262747233,40.91299706979688,58.115022682073445,85.04768914390289,56.61663648837481,54.033519157158935,74.71861678064379,44.303366757979575,13.167249542885699,142.2650567764943,64.9154205806652,88.98147253166267,43.356673900867364,54.09601955140947,97.61884795348736,89.39550390848062,48.368373989945404,106.97926714359744,88.19014343420295,70.29455767913359,104.71152791146987,97.83023385421568,80.64201839814363,108.82484028134593,87.8609409919214,91.33105042620541,50.85703023750959,103.83983514619634,88.88439207910757,65.81534974054514,53.20163243504041,76.5489862523895,67.78284969046196,25.824409172861635,122.93646337249245,47.79730442425226,83.60733259856525,56.32212601685646,49.06720975715388,60.04927036205867,74.38918673738395,49.83139261638987,67.47841623286706,37.06322151860536,61.9953121218114,107.72320060636653,89.22304293996062,124.82132568665557,104.83192592679583,28.977395575256573,102.07627254607208,39.61216229482271,66.42814683602143,97.74263140394163,34.963204364204955,76.34335172715758,65.43033279094607,100.80070441872974,113.24914606893518,66.28406238894043,58.6084157829263,30.310834279226555,109.0369473977438
3,100.81535196843599,19.522792353997787,25.54272810158141,105.07224916211082,106.76534875724175,91.87103087510275,122.75754655172696,46.84742718328211,64.67327108523895,64.34521912264397,57.938747594834894,82.98714163971742,80.76748370088617,87.83326901523488,53.59273404452851,91.3454513450283,69.60525530163095,128.82475232765174,54.18480666170076,94.53262545965387,86.27261462501711,32.873130248655265,67.0547290170978,69.45109617779912,102.1119531621159,120.07620599655681,91.78498502233673,83.98633142140929,41.60188150401498,147.8001864267004,37.849369383891506,31.159759791133993,108.5528755583027,85.22993010241959,58.98833037267396,79.87295917824784,78.17731377642106,68.59568456071977,73.99370046491252,81.78580944942328,132.5170511520543,88.05172987482526,39.998535280318066,87.73494537521046,94.67046194174785,75.49915347213391,117.01647289831614,79.50484622880275,45.638020291686416,38.240131811063925,73.99729995624352,83.27691695848836,147.93848628331364,17.967221428852348,81.79316276852708,173.64102167776068,50.35224463992542,58.590273658746696,75.40976046287693,98.58741670686786,75.70730453989387,38.60292724905257,82.95608685062827,113.35672384824251,120.40350537744887,65.08749143338946,100.01245724504312,83.07837647925626,57.55603501690442,80.76235288981832,84.38781801655027,68.12098812577979,37.88153731595782,124.96686054573813,27.422613964507008,85.98034634658833,92.22904809524272,120.52760952279587,124.96029456680034,84.94592771141694,48.92543766970978,79.99319082593337,67.01149709108981,83.81043521114375,26.061829177016286,120.61334197026318,65.58126292218016,75.29389048890776,55.77453099172287,135.52660499309465,87.07258498719352,90.60073286331286,66.85999981991601,101.36280375623821,113.67620488093257,58.62183839300084,57.366585988261086,67.82295277954395,19.142513179642343,35.15185909329024
4,36.021543666361595,79.81337979652774,101.3403667477575,112.70471010381291,100.67789082581243,42.7122653551969,74.50098362671642,95.00578486075682,69.82248115241937,62.17486684777424,163.1086177011905,99.83538587685806,106.03522368123652,82.38167170834515,52.50317167915136,23.75387360400871,47.19069319235733,143.398633443918,31.251393257555804,55.224067854363696,95.32112225129676,15.315189741174791,67.86846316581124,58.42892635555708,12.38376994888732,83.59427125704585,72.93619790941466,37.20439302822422,77.32984187899152,68.20467497443794,98.99920572224912,174.902274079152,111.00778718287658,87.33603137468302,59.2863939149065,68.68561606459397,75.76023473899991,54.05743936668668,157.82527654658136,105.54621138797833,90.4180200569418,60.05846050333511,53.234287145066375,49.851941398964314,49.03720482514838,57.01174449749634,96.49560069695286,99.20794927082493,94.73614282592158,28.139844504418974,12.741522107009835,76.20675440565188,79.23890093014184,105.68154981360102,96.01403722330505,26.824190316571652,72.35742435616586,65.92324219389062,73.23623074979534,59.631742353620226,97.9965148584673,57.066063777197726,89.76976473524644,96.69366288736802,31.311330628508735,130.43780863024483,30.465222168630504,96.87700925682327,22.17110858091413,38.085956335714606,101.56506168998689,88.59756914323128,88.36387936225579,47.69354797747804,52.739681795106755,43.15617825503761,124.6572652804009,89.24071677090961,107.68917620479257,84.5696394062975,82.90417048367185,47.768791830088645,26.48863181138698,55.159639227180435,155.49047573890937,95.55353546776888,39.348230759916035,19.084564552111054,94.98880170587606,85.51005470648029,111.38088652042251,111.43418033581469,77.64913751723316,46.21238796680122,80.72818789376296,128.20915816502855,23.559987962331256,56.32423350878697,96.52472483715313,11.28767967953737
5,59.790297033087676,75.46498176336303,94.54923699095733,107.29709334977122,125.88337058546816,122.33295107202528,120.44139616932661,67.28238040223638,89.73246296258317,66.3993340437353,87.45710829134018,112.7101682163148,73.17481192918258,115.12301463816283,78.82849800869288,34.77957624850836,90.61944851507101,49.585912785292116,49.80015381446802,105.44430731664421,61.15458017118039,53.318540474643804,64.04972649378165,160.5560654264396,31.294067860436932,52.19450364131219,37.187638377107426,105.79528823953969,108.67360964298982,80.27336312436007,109.15569099754731,104.15464089165417,138.1819175268792,63.80465659047327,69.32563304276344,87.12338485993143,39.545737705412975,55.77024747997379,28.825116663761555,103.94846023633829,78.34916098572987,77.88766302536631,125.47878236415968,71.74055210666108,116.63858666932792,91.16427929723716,74.00646230750779,95.33756994068463,57.348551742268995,122.88710895257373,111.82657862768224,58.88299081018455,97.55001420931227,107.0201185829327,69.79137223196864,105.96567967140903,88.86234796025379,84.63460625038356,85.15985421204013,79.35771413904193,65.86578344689487,101.86370572025652,16.185577031119166,51.64412420307119,99.11300922820061,104.72095576187165,105.91329696382155,77.56958894951192,78.06692025413028,19.784857980205686,93.99568233049814,114.5390977968915,83.71707411415552,119.1270420481345,106.18847818767017,86.43849288112216,66.47588920998783,91.95628349248841,101.22296621054423,53.06818353757245,15.947346351626202,41.60436097564193,71.60668242338996,35.280731982264776,41.760316395463086,115.93313534348776,78.91159957572742,96.65561223290382,121.25665703610538,119.4448019662861,85.04568922372809,95.88878293194205,65.55010371443404,118.6327840030946,107.459446292852,54.97382722677649,100.51679050756685,134.97854249287678,97.74101729732833,123.41493447584577
6,25.91622302159105,52.83544046028953,55.309130265356586,106.6162097553649,142.02856823334804,22.59128529307125,52.26799558096688,58.07594970439183,72.3869107839863,75.41474432981556,48.84829180910018,106.78453035700474,113.7603783336811,112.94975645442418,113.43877596977585,63.696720167314496,97.39292749561952,79.61817635067801,93.40470677158982,73.92390261286893,75.25187709869016,74.50753582067067,73.08042236589954,42.99377840183195,88.76428284229958,22.9094665385651,139.9283961905964,121.8826321928295,76.26967271907384,124.60196407746092,72.23950852732418,140.64173754836165,59.31358312411343,100.656744897617,53.504773243016714,55.3708920750408,79.91015424807433,54.98496820911943,103.42783930498666,109.88364049075335,51.25457147310031,44.8439480724538,71.90439784137075,38.928993029893924,63.02061147707515,36.53720728549577,150.42606172436786,45.256050734729776,24.40198156027043,25.55807564004001,33.98564645007623,19.248918161831973,100.363911572517,50.83089975655865,63.63470409282502,72.25513556278409,95.5461935399077,97.89904560865236,91.51344966451947,51.26366109662614,59.52476804347827,117.60051020561104,138.91653624157271,84.12962722370818,126.5075623708463,94.76397440049857,105.58347840895914,66.41249799146789,73.0244227544156,86.97525986827281,112.57319696553569,30.518501555737643,13.437644457043241,61.057598623570485,78.90620817637803,35.40754673760004,114.47055615805797,63.88277605195505,71.06038833917762,121.28562765956556,65.82762680323718,21.576821915987843,65.05215347080446,35.5312610591107,58.32476839060129,82.74967161081172,57.27743365999018,105.34134371846758,123.4346556531973,74.81045023699164,148.53559650164425,127.3820209039723,97.28930346196283,102.64117866839834,48.115249272552376,86.87032850460082,102.99391191649039,81.64359633261903,18.17466413107119,164.2484513579022
7,118.98083514875088,128.3422263414191,10.01883110672452,50.88956779403883,114.3125053582585,126.31588414478509,35.72137572177904,45.71222851566072,101.02675519702845,91.08940848985868,77.06332414184938,101.18926662708324,75.34014204812897,90.07239390732738,20.95775170179858,126.25380419952936,84.55441032921655,35.383999460170145,42.90039293321047,70.408042229748,28.763386781581595,84.90323472997908,56.67737150930822,145.0285688074038,39.447951521962935,105.61226604002849,76.0208959261068,95.53465553521124,64.17224713625134,121.77971751209,39.74322266845478,46.23871228848758,31.339361132203216,68.40855765726651,12.146299091750521,94.0561803458654,102.20725546108754,93.70395161805452,52.91731460205553,81.02602643136758,62.290774166318016,65.26783274893081,68.56114203331285,58.36397528506957,24.34219063633006,73.83757132192211,96.78984881366237,90.62034404549959,69.14202585307315,51.503169015203994,85.02763132949701,167.14082282667357,64.38528446970098,45.62305966513727,75.79922786022868,56.97062796811204,132.8007210366603,54.30271431424241,71.76150799445091,147.0029191076103,124.97481504509472,70.10782855114473,130.23290621327706,91.95880201524591,141.56491353037632,103.56000809493929,46.75986540311547,115.74327734077963,134.51850580564766,93.68587156606006,62.27743188949658,103.97047098905857,76.11657842147741,79.2565955888207,23.911187153291863,116.4995425366437,124.86760597056889,64.8568499837801,45.31905967301349,57.807670572271896,71.29037304394556,146.50495567089305,11.12936650895444,70.12726071234171,129.85731866578743,88.3065940090127,95.67746318577687,87.20759230858957,22.573929798557174,106.54459477515417,44.682209738993436,116.61618314396301,91.12186926566828,42.267276271533476,68.93670776419286,97.23538042200218,44.139265887229556,90.49813231183252,113.21816534129985,68.17776065776307
8,55.7383219195584,52.47921753410907,107.43602882190062,72.13271405287627,50.64650774635979,78.86872482102208,95.72935780351676,33.997199021133,106.02243774832377,81.11671114447229,87.20380580567586,67.401520016553,47.102094826311486,108.23896594712014,38.88165065066187,31.687626688016024,38.30535205389045,76.37074672282874,61.53133611759995,100.85503358899228,86.55436134485406,118.07495405848408,72.9953319060045,83.0992714464173,100.66516152269091,36.88861174995469,126.5997222463153,31.26813453524433,71.98100521898847,41.97471346033687,101.97241808057989,145.80616742058442,66.73983842417333,94.83548383646695,43.131288887966946,97.33281210372427,91.56080414738234,47.988074815526325,81.72909005073082,112.05260541675534,73.73463438158255,45.510637477732445,26.297961561231133,117.63090514230899,85.84604725619289,72.32937923759205,99.18683983920383,86.16918882596711,52.64721243095603,104.34663978062738,84.1852475331003,83.61338262217492,83.56741904521513,66.83785139981295,50.65131061452917,137.74043114273874,37.84185785547724,79.97431710222244,71.72663702172818,95.53558990834424,72.97227453708808,116.52381772845624,79.34441316508924,118.43383738264481,37.826025216931306,101.94432893475512,36.86544545047611,74.43676800030777,33.09724436586773,50.78039976346784,44.214156815896594,86.60978740061068,103.01072297790896,35.840374753148886,73.67303628365026,50.52447834158297,139.56112867650614,122.7821429883285,82.33351559707623,58.10665952108787,85.5408838576318,145.45681839579544,141.57141095971167,57.48539470488505,84.54745198053854,98.3072186762744,66.86509869008655,108.64995928376808,125.04145321491538,97.67674575898313,95.40496225448359,127.68079719363888,102.98089745722888,75.20098048813395,80.82585697689109,13.315118175690394,45.06695155365689,53.78344874816079,18.290174792000705,78.2722547431403
9,94.01708563340881,114.91689871554208,95.1516932770979,39.20965632136721,53.82403518825437,47.0737358620573,66.47303470689776,121.01965957370064,40.68643462154878,68.38104723511464,62.58764385483383,93.3705354372181,137.7758457344361,113.12717416215182,51.52736910630169,90.03770660310076,87.878389564189,81.30282284252172,49.76432559115388,62.46755334719364,138.44101919121795,63.821236802163334,103.71421431770113,105.08934404791621,31.152327282717636,11.717545013034844,58.69302030570043,96.01113680728318,108.18404768630086,108.85384898434546,100.76724288313487,95.68709411958032,57.76091326332198,62.66569234883291,94.95801411891097,102.37411456327544,72.73044096471318,146.63154590357846,56.05792844210586,116.31255021749178,61.47513765701539,98.31123739467054,55.87102662216265,58.971747712428,118.71759058990861,66.9713402994948,138.78766148096702,53.44405369970907,106.35906272125804,104.34350908911193,131.68189242672793,103.69059020730032,38.43679603567109,109.02870083145862,82.06787274894512,54.59773734931139,40.623701065094416,67.69682442474593,113.71459990795282,92.8396385517606,111.82915984501668,93.01014895134549,36.37408682060703,15.966370592107886,62.90100931475879,32.02985303711914,28.061364372583917,44.68997373666839,66.80835595875229,155.27495771605567,84.56271401931664,92.46132531605889,99.17298774635275,50.4422257224642,86.08107380941358,49.07998615839817,86.18075553876778,72.51313619550429,62.57843650291525,53.565332710577486,16.140558850599447,66.04005778962247,147.85873981103987,100.06478108945706,142.81206172150672,112.67277463784714,53.801058630280664,56.83672810525288,84.00621889661818,11.54507559523347,61.942304667723384,81.83716963560032,81.4938555156811,143.65527680512906,49.016686954182845,56.436138445573306,113.2211494548026,92.11304690920592,55.03460714066252,33.56261487599011
